@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute aX numeric
@attribute aY numeric
@attribute aZ numeric
@attribute gX numeric
@attribute gY numeric
@attribute gZ numeric
@attribute pitch numeric
@attribute roll numeric
@attribute yaw numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
436,'2021/03/11 21:58:59:975',16,-0.002194,0.005058,0.000479,-0.735084,-0.208529,1.402544,-0.987883,0.310897,1.828247,?,?
437,'2021/03/11 21:58:59:999',16,0.005832,-0.048939,0.010654,-0.704419,-0.373388,0.992408,-0.997622,0.378006,1.921978,?,?
438,'2021/03/11 21:59:00:032',16,-0.021105,0.0262,-0.001484,-0.617613,-0.722062,0.679119,-1.006337,0.408329,1.980786,?,?
439,'2021/03/11 21:59:00:066',16,0.040926,-0.036415,0.034233,-0.600747,-0.483058,0.212716,-1.01746,0.422998,2.019032,?,?
440,'2021/03/11 21:59:00:093',16,0.029655,0.03741,0.022054,-0.46192,-0.42202,-0.092786,-1.031881,0.420948,2.034159,?,?
441,'2021/03/11 21:59:00:128',16,0.044604,-0.007061,0.030769,-0.296779,-0.254093,-0.237921,-1.044394,0.412246,2.036429,?,?
442,'2021/03/11 21:59:00:157',16,0.045164,0.030707,0.012594,-0.354901,-0.119874,-0.156625,-1.057257,0.400124,2.032259,?,?
443,'2021/03/11 21:59:00:189',16,0.014027,0.002378,-0.023212,-0.462582,-0.11334,-0.060768,-1.070061,0.401998,2.038818,?,?
444,'2021/03/11 21:59:05:407',17,-0.03766,-0.03749,0.021037,-0.65728,-0.185115,-0.301046,0.554036,-0.191578,-0.612861,?,?
445,'2021/03/11 21:59:05:439',17,-0.024567,-0.012865,0.004538,-0.512622,-0.278697,-0.499952,0.538533,-0.188711,-0.629001,?,?
446,'2021/03/11 21:59:05:468',17,-0.055413,-0.1099,-0.043184,-0.23633,-0.837193,-0.97408,0.530336,-0.190893,-0.663121,?,?
447,'2021/03/11 21:59:05:503',17,-0.028144,-0.125605,0.006114,0.544432,-0.907447,-1.160768,0.539839,-0.20071,-0.699064,?,?
448,'2021/03/11 21:59:05:531',17,0.024651,0.031216,-0.00021,1.617978,-0.707176,-1.396483,0.580409,-0.205975,-0.734263,?,?
449,'2021/03/11 21:59:05:565',17,-0.059643,-0.041259,-0.022316,2.20195,-0.832955,-1.946569,0.647349,-0.203111,-0.777844,?,?
450,'2021/03/11 21:59:05:605',17,0.011083,0.054176,-0.001492,2.590491,-0.566596,-2.08158,0.731957,-0.186668,-0.836281,?,?
451,'2021/03/11 21:59:05:625',17,0.02732,0.106184,-0.017783,1.819159,-0.004771,-1.412374,0.823575,-0.148154,-0.899818,?,?
452,'2021/03/11 21:59:05:679',17,-0.053465,0.026825,-0.057203,0.660108,0.123561,-0.768281,0.864832,-0.113493,-0.935715,?,?
453,'2021/03/11 21:59:05:688',17,-0.05447,-0.020829,-0.032911,0.05362,0.245028,0.274893,0.874411,-0.099724,-0.93684,?,?
454,'2021/03/11 21:59:05:719',17,-0.057651,-0.000565,-0.037706,0.17012,0.312507,0.963941,0.874673,-0.115899,-0.8996,?,?
455,'2021/03/11 21:59:05:751',17,-0.017706,0.032878,-0.059266,0.256019,0.264874,1.06569,0.877979,-0.145349,-0.840794,?,?
456,'2021/03/11 21:59:05:789',17,-0.016682,-0.062367,-0.046103,0.376142,0.005569,0.866197,0.881715,-0.184213,-0.780609,?,?
457,'2021/03/11 21:59:05:812',17,0.011473,0.075624,-0.059853,0.883022,-0.313742,0.274586,0.896497,-0.215332,-0.73996,?,?
458,'2021/03/11 21:59:05:845',17,0.053602,0.020326,-0.004648,1.075025,-0.403786,-0.178741,0.926209,-0.236824,-0.720367,?,?
459,'2021/03/11 21:59:05:875',17,0.075249,0.030695,0.024017,0.901581,-0.322112,-0.413566,0.958275,-0.244297,-0.725501,?,?
460,'2021/03/11 21:59:05:908',17,0.077644,0.050479,0.051662,0.53562,0.068879,-0.129003,0.982269,-0.243553,-0.730967,?,?
461,'2021/03/11 21:59:05:937',17,0.05561,0.023319,0.033186,-0.183957,0.308792,0.242542,0.98804,-0.241583,-0.724385,?,?
462,'2021/03/11 21:59:05:968',17,0.002313,0.027086,0.007612,-0.41654,0.159536,0.192422,0.975757,-0.241357,-0.715434,?,?
463,'2021/03/11 21:59:10:852',18,0.020507,0.003226,0.021454,0.000048,-0.064221,0.006459,0.284102,1.404022,-2.561876,?,?
464,'2021/03/11 21:59:10:855',18,-0.012487,0.000899,-0.00504,0.023125,-0.092743,-0.005439,0.284316,1.402323,-2.562061,?,?
465,'2021/03/11 21:59:10:881',18,0.008486,0.002586,0.006767,0.01806,-0.10059,-0.010378,0.284135,1.399707,-2.56301,?,?
466,'2021/03/11 21:59:10:911',18,0.002667,0.001612,0.012009,0.007183,-0.106725,-0.015341,0.283565,1.397485,-2.563594,?,?
467,'2021/03/11 21:59:10:940',18,0.00981,0.004219,0.011577,-0.010343,-0.081541,0.002267,0.283387,1.394352,-2.563379,?,?
468,'2021/03/11 21:59:10:984',18,-0.002149,-0.005458,-0.00011,0.019101,-0.116402,-0.005877,0.283321,1.391706,-2.563811,?,?
469,'2021/03/11 21:59:11:001',18,0.008222,0.007513,0.00488,0.015559,-0.087525,0.010924,0.283465,1.389307,-2.564687,?,?
470,'2021/03/11 21:59:11:039',18,0.009988,0.004914,0.009099,-0.011235,-0.046912,0.026707,0.283858,1.387759,-2.564809,?,?
471,'2021/03/11 21:59:11:063',18,-0.007753,-0.001472,-0.004962,0.003947,-0.032068,0.012894,0.284501,1.386649,-2.564603,?,?
472,'2021/03/11 21:59:11:095',18,-0.000068,0.004888,-0.00148,0.007336,-0.006044,-0.003838,0.284339,1.386169,-2.56512,?,?
473,'2021/03/11 21:59:11:128',18,-0.001745,-0.004177,-0.001608,0.017698,-0.005458,-0.017563,0.284051,1.386401,-2.565955,?,?
474,'2021/03/11 21:59:11:161',18,0.00607,-0.003639,0.002116,0.01434,0.009118,-0.018482,0.283722,1.386564,-2.566612,?,?
475,'2021/03/11 21:59:11:190',18,0.001934,-0.003409,0.003586,0.000692,0.022363,-0.018898,0.28323,1.387102,-2.567002,?,?
476,'2021/03/11 21:59:11:219',18,-0.006738,-0.005392,0.000052,0.015162,0.004613,-0.032516,0.282626,1.387404,-2.567469,?,?
477,'2021/03/11 21:59:11:252',18,0.003964,0.00374,0.000013,-0.0019,0.065964,-0.033624,0.281713,1.388916,-2.568059,?,?
478,'2021/03/11 21:59:11:284',18,-0.007247,0.000817,-0.000409,0.008669,0.056157,-0.044065,0.280561,1.390779,-2.568524,?,?
479,'2021/03/11 21:59:11:320',18,-0.008192,0.001755,0.000668,0.013448,0.052818,-0.044704,0.279536,1.392259,-2.569572,?,?
480,'2021/03/11 21:59:11:350',18,0.018221,0.006499,0.011125,-0.030973,0.125211,-0.022218,0.278582,1.395061,-2.569195,?,?
481,'2021/03/11 21:59:11:384',18,-0.015029,-0.003029,0.001521,-0.000846,0.076374,-0.046335,0.277512,1.397908,-2.568956,?,?
482,'2021/03/11 21:59:11:408',18,-0.000889,0.00226,0.00256,0.003747,0.021331,-0.055107,0.275682,1.399768,-2.56942,?,?
483,'2021/03/11 21:59:11:445',18,0.012748,0.012248,0.002395,0.00898,-0.001671,-0.02279,0.274565,1.400109,-2.570032,?,?
484,'2021/03/11 21:59:11:473',18,0.012998,0.004838,0.007432,-0.015505,-0.003231,-0.001322,0.274381,1.399956,-2.570033,?,?
485,'2021/03/11 21:59:11:503',18,-0.000251,0.001506,0.003517,-0.006642,-0.017853,0.007841,0.274518,1.399556,-2.569689,?,?
486,'2021/03/11 21:59:11:547',18,0.026893,-0.009249,-0.00586,0.027235,-0.076758,0.049179,0.274917,1.398178,-2.569871,?,?
487,'2021/03/11 21:59:11:562',18,0.068142,0.011534,-0.003939,-0.002892,-0.06282,0.206818,0.279185,1.396339,-2.569744,?,?
488,'2021/03/11 21:59:11:595',18,0.016241,0.007872,0.000883,0.007607,-0.219583,0.289529,0.286431,1.391895,-2.568301,?,?
489,'2021/03/11 21:59:11:625',18,0.011317,0.018647,0.061762,-0.032972,-0.412001,0.327108,0.295305,1.382025,-2.566012,?,?
490,'2021/03/11 21:59:11:661',18,0.007816,0.043226,0.035019,-0.032521,-0.411744,0.382796,0.303894,1.368812,-2.563145,?,?
491,'2021/03/11 21:59:11:687',18,0.037718,0.007749,-0.007937,-0.043953,-0.263507,0.475859,0.316183,1.357144,-2.559209,?,?
492,'2021/03/11 21:59:11:719',18,0.086345,0.046415,0.008685,-0.09033,0.080209,0.727429,0.336352,1.350404,-2.55256,?,?
493,'2021/03/11 21:59:11:754',18,-0.008855,0.016487,-0.025901,-0.081834,0.223241,0.760849,0.35827,1.353187,-2.543623,?,?
494,'2021/03/11 21:59:11:800',18,0.007442,0.002313,-0.044349,0.043382,0.167246,0.738106,0.379917,1.356846,-2.538025,?,?
495,'2021/03/11 21:59:11:814',18,0.044161,0.022556,-0.010135,0.031883,0.326014,0.828855,0.403686,1.362454,-2.533912,?,?
496,'2021/03/11 21:59:11:845',18,-0.02498,0.012198,-0.0185,0.022965,0.394788,0.770238,0.427707,1.37226,-2.528702,?,?
497,'2021/03/11 21:59:11:878',18,-0.077767,-0.001453,0.018966,-0.010538,0.31316,0.539482,0.450709,1.383025,-2.524436,?,?
498,'2021/03/11 21:59:11:908',18,-0.077002,-0.010923,0.028012,-0.085774,0.256707,0.315519,0.463281,1.389536,-2.520711,?,?
499,'2021/03/11 21:59:11:939',18,-0.09007,-0.014123,0.018538,-0.151113,0.205936,0.047427,0.468188,1.394678,-2.515525,?,?
500,'2021/03/11 21:59:11:969',18,-0.142199,-0.036261,0.003442,-0.113655,-0.01953,-0.317496,0.463597,1.395873,-2.51184,?,?
501,'2021/03/11 21:59:12:003',18,-0.129945,-0.021767,0.015251,-0.080313,-0.160388,-0.644414,0.448485,1.392449,-2.511657,?,?
502,'2021/03/11 21:59:12:031',18,-0.089576,0.040937,-0.028772,-0.053735,-0.126256,-1.031301,0.419614,1.388836,-2.514902,?,?
503,'2021/03/11 21:59:12:063',18,-0.005812,0.01012,0.021455,-0.071248,0.159684,-1.096479,0.387694,1.390981,-2.520391,?,?
504,'2021/03/11 21:59:12:100',18,-0.085063,0.023647,-0.059288,0.083162,0.020802,-1.225255,0.354089,1.397415,-2.52628,?,?
505,'2021/03/11 21:59:12:128',18,0.0049,-0.051734,-0.044153,0.288102,-0.215923,-1.280731,0.31642,1.397059,-2.54092,?,?
506,'2021/03/11 21:59:12:166',18,0.318161,0.094283,0.066493,-0.007666,0.551273,-0.565909,0.28877,1.404231,-2.551648,?,?
507,'2021/03/11 21:59:12:204',18,0.058961,-0.004328,-0.069248,0.027751,0.689538,-0.261029,0.276321,1.431011,-2.552211,?,?
508,'2021/03/11 21:59:12:220',18,0.01708,-0.057715,0.001064,0.068666,0.393421,-0.158226,0.270175,1.447305,-2.555665,?,?
509,'2021/03/11 21:59:12:264',18,0.05844,0.04916,0.056973,-0.041141,0.367235,-0.055093,0.267408,1.459411,-2.556785,?,?
510,'2021/03/11 21:59:12:282',18,-0.007621,0.085867,0.017288,-0.00212,0.286756,-0.138823,0.264714,1.468791,-2.556835,?,?
511,'2021/03/11 21:59:12:329',18,-0.028497,0.059746,0.005579,0.057417,0.189959,-0.25397,0.258871,1.476284,-2.559062,?,?
512,'2021/03/11 21:59:12:346',18,-0.02697,-0.008866,-0.014466,0.100899,0.073775,-0.334316,0.248505,1.482525,-2.563306,?,?
513,'2021/03/11 21:59:12:375',18,0.020855,-0.067898,0.006552,0.073925,0.072967,-0.265471,0.239311,1.484833,-2.567604,?,?
514,'2021/03/11 21:59:12:412',18,-0.015617,-0.031606,-0.031225,0.114365,0.053052,-0.239292,0.232319,1.488106,-2.571343,?,?
515,'2021/03/11 21:59:12:468',18,-0.003153,-0.064552,-0.012678,0.148766,-0.081699,-0.216495,0.22558,1.488731,-2.577059,?,?
516,'2021/03/11 21:59:12:474',18,0.010316,-0.048629,0.011561,0.115861,-0.167349,-0.164274,0.220018,1.485373,-2.583044,?,?
517,'2021/03/11 21:59:12:513',18,0.028201,-0.007802,0.019384,0.023686,-0.083801,-0.103436,0.216136,1.48161,-2.586186,?,?
518,'2021/03/11 21:59:12:538',18,0.018472,-0.007663,-0.002378,0.022697,-0.048359,-0.048585,0.214717,1.478818,-2.587976,?,?
519,'2021/03/11 21:59:12:576',18,0.012701,-0.001209,-0.000552,-0.028873,0.024872,-0.018409,0.21559,1.480076,-2.58745,?,?
520,'2021/03/11 21:59:12:594',18,0.008351,-0.008532,-0.008272,-0.018641,0.025663,0.02967,0.215654,1.480764,-2.587395,?,?
521,'2021/03/11 21:59:12:625',18,0.011638,0.009595,-0.004626,-0.006896,-0.016452,0.053736,0.217044,1.48113,-2.58663,?,?
522,'2021/03/11 21:59:12:661',18,0.011238,-0.000639,0.009011,0.000003,-0.087904,0.049112,0.218831,1.478964,-2.587149,?,?
523,'2021/03/11 21:59:17:187',19,-0.058745,0.075296,-0.018556,-0.177947,-0.10969,0.643967,-0.234887,1.49614,-2.711065,?,?
524,'2021/03/11 21:59:17:220',19,-0.001132,0.04235,-0.009905,-0.351181,-0.039844,0.776434,-0.214666,1.496094,-2.701671,?,?
525,'2021/03/11 21:59:17:249',19,-0.020833,0.014203,-0.00188,-0.335363,0.023026,0.845379,-0.190266,1.498728,-2.690624,?,?
526,'2021/03/11 21:59:17:282',19,-0.010287,0.007443,-0.008349,-0.271773,-0.03651,0.63627,-0.168478,1.500207,-2.68051,?,?
527,'2021/03/11 21:59:17:314',19,0.047746,-0.035846,0.015331,-0.234329,-0.028878,0.209238,-0.155352,1.500515,-2.672656,?,?
528,'2021/03/11 21:59:17:344',19,0.12834,-0.042516,0.043419,0.147233,0.030477,-0.736901,-0.163714,1.500749,-2.672219,?,?
529,'2021/03/11 21:59:17:374',19,0.131637,-0.088075,0.018049,0.401074,0.048764,-1.713696,-0.200282,1.499771,-2.684702,?,?
530,'2021/03/11 21:59:17:407',19,0.108774,-0.169837,0.006827,0.43701,0.14208,-2.323651,-0.261365,1.49905,-2.703883,?,?
531,'2021/03/11 21:59:17:437',19,-0.00121,-0.174615,0.006223,0.598282,0.051919,-2.603512,-0.334311,1.496361,-2.726275,?,?
532,'2021/03/11 21:59:17:468',19,0.013275,-0.095059,-0.000259,0.670782,0.075139,-2.719926,-0.426809,1.485119,-2.762639,?,?
533,'2021/03/11 21:59:17:499',19,-0.002514,-0.101788,-0.039547,0.487554,0.028627,-2.704729,-0.507792,1.474023,-2.79441,?,?
534,'2021/03/11 21:59:17:532',19,-0.008835,-0.027237,-0.007906,0.29815,0.010707,-2.17831,-0.581619,1.462093,-2.819806,?,?
535,'2021/03/11 21:59:17:562',19,-0.105359,0.053644,-0.035381,0.078878,-0.037346,-1.528138,-0.636686,1.453071,-2.838081,?,?
536,'2021/03/11 21:59:17:594',19,-0.095205,0.053433,-0.011865,-0.16951,0.035364,-0.685572,-0.670278,1.451692,-2.842092,?,?
537,'2021/03/11 21:59:17:627',19,-0.153872,0.125154,-0.017648,-0.319416,0.023927,0.461056,-0.677037,1.456929,-2.838125,?,?
538,'2021/03/11 21:59:17:655',19,-0.132585,0.121256,-0.015137,-0.442389,-0.089308,1.166321,-0.651282,1.468742,-2.819904,?,?
539,'2021/03/11 21:59:17:691',19,-0.076745,0.100311,-0.021717,-0.523176,-0.069817,1.61742,-0.609415,1.480314,-2.79833,?,?
540,'2021/03/11 21:59:17:718',19,0.019424,-0.041773,0.005797,-0.630007,-0.059727,1.662861,-0.561727,1.492598,-2.773402,?,?
541,'2021/03/11 21:59:17:750',19,0.006263,-0.037974,0.010821,-0.433916,0.030858,1.767477,-0.511372,1.503677,-2.751042,?,?
542,'2021/03/11 21:59:17:785',19,-0.042576,-0.018266,0.013132,-0.429434,-0.100771,1.463642,-0.453411,1.512856,-2.731723,?,?
543,'2021/03/11 21:59:17:812',19,0.074206,-0.010138,0.043262,-0.289787,-0.060348,1.436668,-0.411351,1.516278,-2.717476,?,?
544,'2021/03/11 21:59:17:844',19,-0.020587,0.010494,-0.007405,-0.296459,-0.082817,1.404573,-0.366834,1.519795,-2.706071,?,?
545,'2021/03/11 21:59:17:876',19,0.0343,-0.004556,0.015252,-0.349022,-0.074511,0.850356,-0.33436,1.521063,-2.694098,?,?
546,'2021/03/11 21:59:17:907',19,0.073655,-0.015996,0.022635,-0.107149,-0.00118,0.63932,-0.313077,1.522607,-2.685717,?,?
547,'2021/03/11 21:59:17:939',19,-0.033344,-0.010407,-0.019157,-0.01326,-0.039067,0.429075,-0.295423,1.52393,-2.684197,?,?
548,'2021/03/11 22:00:25:766',20,0.028689,-0.034046,-0.000569,-0.590011,-1.00194,-0.024852,0.109329,-0.155996,0.413903,0,?
549,'2021/03/11 22:00:25:786',20,0.029243,-0.058686,-0.209153,-1.576176,-1.050065,0.182626,0.080316,-0.184926,0.411974,0,?
550,'2021/03/11 22:00:25:814',20,0.090082,-0.013839,-0.104855,-2.331423,-0.491899,-0.007195,0.0076,-0.210521,0.399513,0,?
551,'2021/03/11 22:00:25:844',20,0.06049,-0.193637,0.067794,-2.191257,-0.421021,0.003752,-0.060816,-0.224934,0.383033,0,?
552,'2021/03/11 22:00:25:881',20,0.058847,-0.18707,0.160546,-1.618517,-0.24541,0.142223,-0.118131,-0.238341,0.371588,0,?
553,'2021/03/11 22:00:25:907',20,-0.028398,-0.016349,0.114803,-0.76934,-0.045341,0.390745,-0.154984,-0.24206,0.370134,0,?
554,'2021/03/11 22:00:25:939',20,0.114569,-0.152676,-0.000745,-0.271518,-0.213686,0.288821,-0.171567,-0.242903,0.377221,0,?
555,'2021/03/11 22:00:25:969',20,0.045445,-0.042714,-0.024545,-0.249069,-0.488298,-0.00267,-0.179913,-0.256763,0.379618,0,?
556,'2021/03/11 22:00:26:001',20,0.053949,-0.086829,0.018447,-0.472639,-0.331076,0.044229,-0.190814,-0.270022,0.376421,0,?
557,'2021/03/11 22:00:26:033',20,-0.002067,-0.046906,0.041565,-0.494084,-0.060535,0.314066,-0.206996,-0.276091,0.377341,0,?
558,'2021/03/11 22:00:26:063',20,-0.03105,-0.065003,-0.008583,-0.413575,-0.205534,0.532955,-0.223693,-0.278635,0.386546,0,?
559,'2021/03/11 22:00:26:095',20,-0.023576,0.023262,0.061099,-0.288253,-0.103245,0.581684,-0.238954,-0.280789,0.400468,0,?
560,'2021/03/11 22:00:26:126',20,-0.042107,0.078312,0.018837,0.079831,-0.161403,0.538892,-0.248534,-0.279717,0.419184,0,?
561,'2021/03/11 22:00:26:158',20,-0.029251,0.102574,0.007036,0.309756,-0.210541,0.355746,-0.24622,-0.281539,0.434778,0,?
562,'2021/03/11 22:00:26:188',20,0.002691,0.110226,0.035098,0.318718,-0.090336,0.255041,-0.239248,-0.283925,0.446494,0,?
563,'2021/03/11 22:00:26:219',20,-0.009525,0.147987,0.017328,0.215503,-0.035468,0.135156,-0.233446,-0.284096,0.454581,0,?
564,'2021/03/11 22:00:26:251',20,0.026853,0.106738,-0.028638,0.249165,-0.210017,-0.095546,-0.227369,-0.286863,0.457313,0,?
565,'2021/03/11 22:00:26:282',20,0.015576,0.079195,0.030079,0.426405,-0.294569,-0.336764,-0.21386,-0.298166,0.452869,0,?
566,'2021/03/11 22:00:26:313',20,0.007408,0.097466,0.06242,0.500645,-0.156137,-0.424881,-0.196942,-0.306304,0.446001,0,?
567,'2021/03/11 22:00:26:344',20,0.004217,0.080072,0.037512,0.563665,-0.193865,-0.672516,-0.176845,-0.313858,0.435832,0,?
568,'2021/03/11 22:00:26:376',20,-0.028091,0.048596,-0.001927,0.726884,-0.419334,-0.84974,-0.151337,-0.324984,0.418159,0,?
569,'2021/03/11 22:00:26:407',20,-0.074026,0.062395,0.023918,1.028641,-0.490019,-0.700125,-0.118639,-0.341269,0.404005,0,?
570,'2021/03/11 22:00:26:439',20,-0.05427,0.047012,-0.046873,1.094001,-0.696844,-0.460405,-0.074793,-0.363817,0.397631,0,?
571,'2021/03/11 22:00:26:471',20,0.011559,0.050869,-0.078662,0.799917,-0.680233,-0.421696,-0.042955,-0.383445,0.395477,0,?
572,'2021/03/11 22:00:26:505',20,0.029665,0.041562,-0.11829,0.494655,-0.794545,-0.290899,-0.020757,-0.407762,0.392552,0,?
573,'2021/03/11 22:00:26:532',20,0.062678,0.045174,-0.03347,0.308534,-0.627782,-0.208674,-0.008506,-0.428214,0.389717,0,?
574,'2021/03/11 22:00:26:563',20,0.050671,-0.41806,0.045401,0.504508,-1.100444,0.099874,0.008316,-0.453017,0.390928,0,?
575,'2021/03/11 22:00:26:607',20,0.098052,0.019486,-0.040785,0.059106,-0.994784,0.5709,0.010239,-0.489267,0.408342,0,?
576,'2021/03/11 22:00:26:628',20,0.115265,0.089459,0.032643,-0.412055,-0.854115,0.372467,-0.002155,-0.520889,0.418485,0,?
577,'2021/03/11 22:00:26:657',20,-0.034538,-0.001629,0.004017,-0.407496,-1.052745,0.383041,-0.019193,-0.546442,0.419917,0,?
578,'2021/03/11 22:00:26:688',20,0.057823,-0.04867,0.057466,-0.654395,-0.869731,0.558373,-0.039663,-0.578639,0.424379,0,?
579,'2021/03/11 22:00:26:719',20,0.024162,-0.042487,0.061447,-0.529672,-0.279522,0.636931,-0.065713,-0.590027,0.428433,0,?
580,'2021/03/11 22:00:26:752',20,0.01005,0.034744,-0.181076,-0.189212,-1.265712,0.45108,-0.087361,-0.620341,0.439749,0,?
581,'2021/03/11 22:00:26:781',20,0.072788,0.013478,-0.013371,0.020196,-1.123395,0.216158,-0.0956,-0.658419,0.445162,0,?
582,'2021/03/11 22:00:26:813',20,0.012062,0.008791,0.135618,0.129899,-0.125226,0.116715,-0.096093,-0.672826,0.450877,0,?
583,'2021/03/11 22:00:26:845',20,0.036136,0.047212,-0.008627,0.053421,-0.238891,-0.067892,-0.094652,-0.676636,0.452798,0,?
584,'2021/03/11 22:00:26:877',20,0.036858,0.006769,0.03613,-0.016902,0.025467,-0.252487,-0.091182,-0.682251,0.449639,0,?
585,'2021/03/11 22:00:26:907',20,0.044792,0.006803,0.039467,-0.119749,0.349855,-0.508218,-0.084898,-0.67374,0.437007,0,?
586,'2021/03/11 22:00:26:938',20,-0.005165,-0.01018,-0.024115,-0.121475,0.783311,-0.622089,-0.076738,-0.655042,0.419832,0,?
587,'2021/03/11 22:00:26:969',20,-0.03919,0.027011,-0.141511,0.031502,0.173457,-0.52808,-0.067706,-0.645302,0.406662,0,?
588,'2021/03/11 22:00:27:005',20,0.029269,0.013262,0.025491,0.06824,0.438873,-0.768141,-0.054391,-0.638767,0.39082,0,?
589,'2021/03/11 22:00:27:031',20,-0.001451,0.002642,-0.001832,0.143278,0.720544,-0.870242,-0.036764,-0.619773,0.371767,0,?
590,'2021/03/11 22:00:27:063',20,-0.06918,0.004537,-0.051947,0.242195,0.292824,-0.511634,-0.016582,-0.604851,0.355721,0,?
591,'2021/03/11 22:00:27:095',20,0.00037,-0.013149,-0.039405,-0.034411,0.153832,-0.105889,-0.007717,-0.596804,0.349191,0,?
592,'2021/03/11 22:00:27:130',20,0.009169,-0.056911,-0.029571,-0.399573,0.028577,0.447894,-0.016186,-0.594875,0.349719,0,?
593,'2021/03/11 22:00:27:158',20,-0.023397,-0.057915,0.038957,-0.608602,0.326342,0.851899,-0.040684,-0.589653,0.357966,0,?
594,'2021/03/11 22:00:27:189',20,-0.022447,-0.030701,-0.007899,-0.857731,0.319047,1.09811,-0.074501,-0.579218,0.371294,0,?
595,'2021/03/11 22:00:27:222',20,-0.020701,-0.011315,-0.081943,-1.405962,0.067458,1.349061,-0.13303,-0.570814,0.386276,0,?
596,'2021/03/11 22:00:27:252',20,-0.051299,-0.003519,-0.072074,-1.271769,0.00046,1.132125,-0.189387,-0.569503,0.396457,0,?
597,'2021/03/11 22:00:27:282',20,-0.075969,-0.012011,-0.047489,-0.627267,0.060339,0.616056,-0.228832,-0.56615,0.403447,0,?
598,'2021/03/11 22:00:27:314',20,-0.068879,0.054745,0.001441,0.159218,0.182709,0.007943,-0.239641,-0.561965,0.408303,0,?
599,'2021/03/11 22:00:27:345',20,-0.041878,0.027992,0.012461,0.78559,0.331095,-0.476953,-0.223404,-0.553104,0.409507,0,?
600,'2021/03/11 22:00:27:376',20,-0.006301,0.053485,0.008021,1.373176,0.349588,-0.953717,-0.177223,-0.541707,0.407978,0,?
601,'2021/03/11 22:00:27:407',20,-0.016896,0.073359,-0.004712,1.701856,0.379282,-1.389724,-0.118953,-0.53134,0.400874,0,?
602,'2021/03/11 22:00:27:438',20,0.025429,0.056207,-0.054404,1.838836,0.190133,-1.689453,-0.048243,-0.524034,0.38665,0,?
603,'2021/03/11 22:00:27:470',20,0.070272,0.061611,0.069693,1.623747,0.370657,-1.714101,0.023619,-0.515501,0.366906,0,?
604,'2021/03/11 22:00:27:500',20,0.060266,0.017591,0.064129,1.250827,0.263281,-1.581815,0.085918,-0.503737,0.34352,0,?
605,'2021/03/11 22:00:27:533',20,0.061787,0.030731,0.026753,0.726234,0.019941,-1.193608,0.140214,-0.495597,0.316961,0,?
606,'2021/03/11 22:00:27:566',20,0.066808,-0.037398,0.061047,0.230318,-0.034494,-0.648144,0.166527,-0.494056,0.298755,0,?
607,'2021/03/11 22:00:27:595',20,0.044012,-0.017366,0.132306,-0.325349,0.163806,-0.084966,0.170268,-0.490709,0.288237,0,?
608,'2021/03/11 22:00:27:630',20,0.030455,-0.055186,0.050505,-0.69615,0.153694,0.315493,0.154442,-0.484374,0.283816,0,?
609,'2021/03/11 22:00:27:657',20,0.023567,-0.026179,-0.052993,-0.82697,-0.018569,0.68968,0.126318,-0.481725,0.286628,0,?
610,'2021/03/11 22:00:27:688',20,0.027211,-0.000648,-0.057222,-0.911347,-0.163586,1.136102,0.083847,-0.486458,0.30151,0,?
611,'2021/03/11 22:00:27:722',20,0.007677,0.008991,-0.062865,-1.035128,-0.460802,1.39826,0.039946,-0.497071,0.32284,0,?
612,'2021/03/11 22:00:27:753',20,-0.084351,0.03569,-0.138678,-1.159849,-1.241563,1.418992,-0.009034,-0.522159,0.34421,0,?
613,'2021/03/11 22:00:27:782',20,0.104387,-0.113699,0.094742,-1.593551,-0.875039,1.694346,-0.068984,-0.555422,0.364041,0,?
614,'2021/03/11 22:00:27:814',20,0.102015,-0.078261,0.033233,-1.681337,-0.636095,1.902678,-0.141507,-0.576179,0.383934,0,?
615,'2021/03/11 22:00:27:845',20,-0.050047,-0.01351,-0.051068,-0.952488,-0.310119,1.433505,-0.216319,-0.585837,0.408368,0,?
616,'2021/03/11 22:00:27:878',20,-0.067141,0.050563,-0.024517,-0.170024,-0.102811,0.671451,-0.247802,-0.587785,0.426429,0,?
617,'2021/03/11 22:00:27:907',20,-0.080594,0.08153,-0.015586,0.584802,0.175313,-0.154403,-0.247041,-0.584452,0.436939,0,?
618,'2021/03/11 22:00:27:939',20,-0.072366,0.074854,-0.060908,1.161574,0.261622,-0.87666,-0.215554,-0.576871,0.437724,0,?
619,'2021/03/11 22:00:27:972',20,0.011016,0.053584,-0.017894,1.391971,0.312172,-1.270725,-0.16472,-0.569877,0.430766,0,?
620,'2021/03/11 22:00:28:001',20,-0.027004,0.115831,0.039318,1.506472,0.355054,-1.685544,-0.093334,-0.559547,0.413628,0,?
621,'2021/03/11 22:00:28:032',20,0.052253,-0.025141,-0.104784,1.46587,-0.067647,-1.574349,-0.027098,-0.558027,0.394623,0,?
622,'2021/03/11 22:00:28:063',20,0.058445,0.030921,0.080078,0.754023,0.065487,-1.063437,0.02398,-0.559216,0.377982,0,?
