@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute aX numeric
@attribute aY numeric
@attribute aZ numeric
@attribute gX numeric
@attribute gY numeric
@attribute gZ numeric
@attribute pitch numeric
@attribute roll numeric
@attribute yaw numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
623,'2021/03/11 22:00:28:094',20,0.053788,-0.056757,0.060291,0.084265,0.131548,-0.412389,0.045645,-0.554357,0.365403,0,?
624,'2021/03/11 22:00:28:126',20,0.018703,-0.054885,-0.033294,-0.307812,-0.108699,0.052688,0.044984,-0.553453,0.359427,0,?
625,'2021/03/11 22:00:28:158',20,0.027068,-0.052807,-0.014901,-0.52106,-0.175369,0.256691,0.028831,-0.560695,0.356529,0,?
626,'2021/03/11 22:00:28:189',20,-0.029387,-0.024071,-0.058242,-0.365417,-0.101799,0.311819,0.01226,-0.564309,0.356199,0,?
627,'2021/03/11 22:00:28:219',20,0.006364,-0.006167,-0.06155,-0.311623,-0.232837,0.53942,-0.0022,-0.568909,0.361466,0,?
628,'2021/03/11 22:00:28:251',20,-0.019621,0.021408,-0.104603,-0.510501,-0.576083,0.701811,-0.023317,-0.580467,0.371097,0,?
629,'2021/03/11 22:00:28:282',20,0.067698,-0.092162,-0.038949,-0.559194,-0.434621,0.705506,-0.050115,-0.597257,0.379695,0,?
630,'2021/03/11 22:00:28:313',20,-0.043258,0.040418,-0.095572,-0.057722,-0.29842,0.244547,-0.069394,-0.611456,0.387635,0,?
631,'2021/03/11 22:00:28:351',20,0.001925,0.049499,0.025802,0.280586,0.1202,-0.086352,-0.067403,-0.614166,0.391339,0,?
632,'2021/03/11 22:00:28:376',20,0.014378,0.067101,0.132758,0.373526,0.569632,-0.291537,-0.055593,-0.603541,0.392158,0,?
633,'2021/03/11 22:00:28:407',20,0.054412,0.008868,0.164309,0.382955,0.841714,-0.280246,-0.040704,-0.581999,0.391258,0,?
634,'2021/03/11 22:00:28:441',20,0.050799,-0.001425,0.13606,0.220029,0.908909,-0.194331,-0.028803,-0.554743,0.390576,0,?
635,'2021/03/11 22:00:28:470',20,0.047252,-0.03585,0.03102,0.090351,0.709652,-0.130816,-0.021234,-0.526616,0.388406,0,?
636,'2021/03/11 22:00:28:501',20,0.042432,-0.002748,0.115303,-0.119832,0.888219,-0.072359,-0.020358,-0.502535,0.385546,0,?
637,'2021/03/11 22:00:28:532',20,0.032855,-0.02277,-0.055411,0.008659,0.680097,-0.01028,-0.021597,-0.478144,0.383484,0,?
638,'2021/03/11 22:00:28:563',20,0.03378,0.002555,0.078428,0.000896,0.850439,0.049175,-0.021341,-0.456186,0.384692,0,?
639,'2021/03/11 22:00:28:599',20,0.00153,0.006082,-0.006445,-0.056909,0.911143,0.009863,-0.023477,-0.426875,0.385248,0,?
640,'2021/03/11 22:00:28:627',20,-0.030717,0.015652,-0.236366,0.204945,0.029939,-0.079785,-0.020055,-0.409533,0.385581,0,?
641,'2021/03/11 22:00:28:657',20,-0.052243,0.017272,-0.284689,0.216764,-0.863147,-0.101961,-0.012696,-0.42029,0.38611,0,?
642,'2021/03/11 22:00:28:689',20,-0.074495,0.023958,-0.291931,-0.186317,-1.725416,0.065984,-0.011091,-0.463906,0.385928,0,?
643,'2021/03/11 22:00:28:719',20,0.018097,-0.084607,0.046284,-0.541234,-1.276545,0.26423,-0.02423,-0.508972,0.384551,0,?
644,'2021/03/11 22:00:28:755',20,-0.056936,-0.058007,0.033723,-0.383497,-1.115128,0.262279,-0.041188,-0.54258,0.384551,0,?
645,'2021/03/11 22:00:28:782',20,-0.0445,0.031476,-0.089888,0.089196,-1.386958,-0.169848,-0.048575,-0.591103,0.384677,0,?
646,'2021/03/11 22:00:28:813',20,0.046716,0.037263,0.132463,0.231456,-0.60768,-0.440704,-0.036536,-0.621094,0.378773,0,?
647,'2021/03/11 22:00:28:848',20,0.080981,0.014479,0.206542,0.091442,0.087815,-0.304522,-0.025868,-0.62845,0.37222,0,?
648,'2021/03/11 22:00:28:877',20,0.118153,-0.019286,0.168741,0.079075,0.570829,-0.144442,-0.019668,-0.619248,0.368088,0,?
649,'2021/03/11 22:00:28:907',20,0.134931,-0.034754,0.216636,-0.127089,1.151317,0.139986,-0.019939,-0.592526,0.367863,0,?
650,'2021/03/11 22:00:28:938',20,0.114757,-0.051453,0.111024,-0.456035,1.215996,0.502808,-0.034737,-0.549687,0.372439,0,?
651,'2021/03/11 22:00:28:970',20,0.080475,-0.059764,-0.011183,-0.606246,0.991694,0.686934,-0.058607,-0.516223,0.380924,0,?
652,'2021/03/11 22:00:29:003',20,0.002524,-0.004384,-0.119532,-0.384003,0.659184,0.502538,-0.081501,-0.48939,0.390196,0,?
653,'2021/03/11 22:00:29:032',20,-0.053782,0.053934,-0.209762,-0.069241,0.143714,0.110472,-0.091717,-0.47733,0.3963,0,?
654,'2021/03/11 22:00:29:065',20,-0.063783,0.04395,-0.165738,0.188427,-0.110166,-0.25025,-0.089087,-0.476752,0.395451,0,?
655,'2021/03/11 22:00:29:094',20,-0.118031,0.132786,-0.112975,0.391229,-0.320663,-0.665017,-0.072095,-0.48534,0.385985,0,?
656,'2021/03/11 22:00:29:126',20,-0.056656,0.063738,-0.018018,0.443894,-0.201945,-0.829117,-0.049442,-0.495128,0.371468,0,?
657,'2021/03/11 22:00:29:157',20,-0.070459,0.071837,-0.004526,0.372806,-0.069054,-0.820111,-0.026433,-0.500152,0.355077,0,?
658,'2021/03/11 22:00:29:187',20,-0.03685,0.015345,-0.027584,0.286297,-0.112775,-0.649789,-0.006872,-0.502211,0.339617,0,?
659,'2021/03/11 22:00:29:220',20,0.006484,-0.064375,-0.043634,0.173891,-0.259546,-0.354698,0.006578,-0.507824,0.329599,0,?
660,'2021/03/11 22:00:29:252',20,0.053451,-0.100053,0.016251,0.040171,-0.156556,-0.019293,0.013229,-0.514861,0.325582,0,?
661,'2021/03/11 22:00:29:282',20,0.07606,-0.138087,0.065707,-0.064193,0.02305,0.259684,0.01087,-0.516979,0.328504,0,?
662,'2021/03/11 22:00:29:313',20,0.067988,-0.105561,0.024354,-0.045628,-0.006555,0.446148,0.00357,-0.515931,0.336933,0,?
663,'2021/03/11 22:00:29:344',20,0.056334,-0.062452,-0.046876,0.099043,-0.14087,0.5096,-0.002759,-0.518533,0.349883,0,?
664,'2021/03/11 22:00:29:377',20,0.082738,-0.037002,0.032064,-0.009068,-0.048861,0.614604,-0.009429,-0.522467,0.365418,0,?
665,'2021/03/11 22:00:29:409',20,0.069593,0.012702,0.023356,-0.14066,-0.030031,0.641566,-0.023265,-0.522678,0.38391,0,?
666,'2021/03/11 22:00:29:438',20,0.052671,0.046624,0.032935,-0.175265,-0.044932,0.538221,-0.036377,-0.523503,0.397155,0,?
667,'2021/03/11 22:00:29:472',20,0.037683,0.045663,0.060861,-0.228872,0.085781,0.468301,-0.049114,-0.522032,0.407208,0,?
668,'2021/03/11 22:00:29:501',20,0.013466,0.058741,-0.001438,-0.25022,0.037564,0.387363,-0.062409,-0.519936,0.415087,0,?
669,'2021/03/11 22:00:29:532',20,-0.061282,0.09287,-0.058126,-0.109227,-0.030717,0.126995,-0.071237,-0.519769,0.419459,0,?
670,'2021/03/11 22:00:29:574',20,-0.101953,0.106883,-0.023785,-0.006895,0.099118,-0.321119,-0.071278,-0.518882,0.415984,0,?
671,'2021/03/11 22:00:29:595',20,-0.100222,0.098344,-0.068863,0.140041,0.007278,-0.639531,-0.062203,-0.51733,0.403726,0,?
672,'2021/03/11 22:00:29:626',20,-0.034599,0.080124,-0.045681,0.150629,-0.074685,-0.699367,-0.047473,-0.519695,0.388271,0,?
673,'2021/03/11 22:00:29:657',20,0.010233,0.005177,0.011176,-0.018746,0.020281,-0.655334,-0.035572,-0.52135,0.370839,0,?
674,'2021/03/11 22:00:29:687',20,0.030437,-0.037519,0.00345,-0.128895,0.060315,-0.522587,-0.028261,-0.520724,0.353911,0,?
675,'2021/03/11 22:00:29:720',20,0.084159,-0.093119,0.049597,-0.214683,0.192089,-0.212352,-0.027342,-0.517067,0.338771,0,?
676,'2021/03/11 22:00:29:751',20,0.074017,-0.10023,0.044877,-0.215576,0.317524,0.042813,-0.031891,-0.509595,0.333503,0,?
677,'2021/03/11 22:00:29:782',20,0.046619,-0.12325,0.015454,-0.059358,0.356956,0.234462,-0.038115,-0.498651,0.334986,0,?
678,'2021/03/11 22:00:29:815',20,0.010078,-0.094975,0.017281,0.165546,0.299575,0.483236,-0.041322,-0.488821,0.345179,0,?
679,'2021/03/11 22:00:29:844',20,-0.053497,-0.1088,-0.027264,0.223508,0.089878,0.906971,-0.045568,-0.481142,0.366361,0,?
680,'2021/03/11 22:00:29:877',20,-0.014092,-0.132604,-0.096548,-0.505965,0.335307,0.65928,-0.061536,-0.470965,0.392352,0,?
681,'2021/03/11 22:00:29:907',20,-0.043721,-0.047631,-0.139819,-0.907978,0.238305,0.449363,-0.090034,-0.462891,0.396057,0,?
682,'2021/03/11 22:00:29:940',20,-0.05508,0.01827,-0.069085,-0.429255,0.003737,0.354493,-0.115025,-0.459073,0.39784,0,?
683,'2021/03/11 22:00:29:973',20,-0.042945,0.054606,-0.001966,0.16084,-0.09019,0.242,-0.121828,-0.460113,0.404775,0,?
684,'2021/03/11 22:00:30:002',20,-0.007644,0.088709,-0.024375,0.292278,-0.184065,0.081886,-0.11694,-0.463315,0.412989,0,?
685,'2021/03/11 22:00:30:032',20,0.02879,0.10345,-0.009879,0.036015,-0.200762,-0.065431,-0.111441,-0.470095,0.415173,0,?
686,'2021/03/11 22:00:30:063',20,0.026168,0.115622,0.053442,-0.020743,-0.106724,-0.078184,-0.1108,-0.475132,0.412717,0,?
687,'2021/03/11 22:00:30:094',20,0.05301,0.120072,0.075945,0.106758,0.013207,-0.18024,-0.108273,-0.476751,0.409995,0,?
688,'2021/03/11 22:00:30:129',20,0.053299,0.07284,0.006328,0.248816,-0.090192,-0.282893,-0.103262,-0.476959,0.405985,0,?
689,'2021/03/11 22:00:30:159',20,0.063131,0.024198,-0.018326,0.274354,-0.209775,-0.382658,-0.092649,-0.481815,0.400756,0,?
690,'2021/03/11 22:00:30:192',20,0.067633,-0.011983,0.008892,0.267507,-0.160153,-0.443544,-0.076893,-0.489542,0.391815,0,?
691,'2021/03/11 22:00:30:219',20,0.050188,-0.043046,0.021058,0.178904,-0.006853,-0.278719,-0.06531,-0.4926,0.384983,0,?
692,'2021/03/11 22:00:30:252',20,0.028337,-0.067391,0.002668,-0.017159,0.126574,-0.066632,-0.060607,-0.491088,0.381866,0,?
693,'2021/03/11 22:00:30:285',20,0.023995,-0.077654,-0.009908,-0.170701,0.215684,0.063646,-0.063506,-0.485444,0.380599,0,?
694,'2021/03/11 22:00:30:313',20,0.018772,-0.059642,0.005793,-0.206513,0.298934,0.134451,-0.070412,-0.477657,0.381075,0,?
695,'2021/03/11 22:00:30:344',20,-0.009486,-0.030386,-0.007857,-0.189851,0.326926,0.225622,-0.079236,-0.466725,0.383707,0,?
696,'2021/03/11 22:00:30:377',20,-0.009898,-0.013145,-0.03083,-0.204271,0.306782,0.227566,-0.087827,-0.456565,0.388303,0,?
697,'2021/03/11 22:00:30:407',20,-0.027884,0.002719,-0.042391,-0.131992,0.159178,0.127236,-0.094896,-0.449166,0.390902,0,?
698,'2021/03/11 22:00:30:445',20,-0.038377,-0.009562,-0.035701,-0.029192,0.086125,0.126436,-0.098497,-0.445479,0.393509,0,?
699,'2021/03/11 22:00:30:470',20,-0.041361,-0.015629,-0.048366,0.01796,-0.029548,0.093819,-0.099871,-0.444481,0.396822,0,?
700,'2021/03/11 22:00:30:501',20,-0.045453,0.00299,-0.015038,0.015741,-0.010648,0.0368,-0.100005,-0.44491,0.399279,0,?
701,'2021/03/11 22:00:30:535',20,-0.036494,-0.023326,-0.023497,0.008462,-0.050761,0.130703,-0.100092,-0.445902,0.401739,0,?
702,'2021/03/11 22:00:30:563',20,-0.028736,-0.014162,-0.016225,0.001168,-0.035167,0.221269,-0.101923,-0.447374,0.407281,0,?
703,'2021/03/11 22:00:30:598',20,0.004202,0.010762,-0.013036,-0.023395,-0.009195,0.125411,-0.104434,-0.448429,0.412412,0,?
704,'2021/03/11 22:00:30:626',20,0.010557,0.016647,-0.020399,-0.020368,-0.035489,0.066034,-0.105481,-0.449598,0.41459,0,?
705,'2021/03/11 22:00:30:657',20,0.031685,0.01889,-0.006039,-0.016151,0.002874,0.005774,-0.105881,-0.450635,0.415596,0,?
706,'2021/03/11 22:00:30:691',20,0.029429,0.005196,-0.012871,-0.028122,-0.028889,-0.035522,-0.106516,-0.450381,0.414704,0,?
707,'2021/03/11 22:00:30:721',20,0.020112,0.009066,-0.00067,-0.006592,-0.031194,-0.029493,-0.107151,-0.45117,0.413783,0,?
708,'2021/03/11 22:00:30:752',20,0.014175,-0.004748,-0.009642,-0.028546,0.00172,-0.02951,-0.107877,-0.450372,0.413302,0,?
709,'2021/03/11 22:00:30:782',20,0.019336,-0.021288,0.000879,-0.046354,0.04211,-0.026479,-0.109029,-0.449072,0.412289,0,?
710,'2021/03/11 22:00:30:813',20,-0.024675,-0.009653,0.009527,0.035946,0.031329,0.043368,-0.10922,-0.447868,0.413848,0,?
711,'2021/03/11 22:00:30:848',20,-0.000767,-0.001971,0.00807,-0.014797,0.057661,-0.008735,-0.109075,-0.446036,0.415513,0,?
712,'2021/03/11 22:00:30:876',20,-0.005707,-0.004433,0.000235,-0.037433,0.071584,-0.006173,-0.109111,-0.44412,0.414958,0,?
713,'2021/03/11 22:00:30:909',20,-0.007305,-0.01647,-0.0139,-0.001775,0.028744,0.051544,-0.109508,-0.443075,0.416078,0,?
714,'2021/03/11 22:00:30:939',20,0.004595,0.005178,-0.017972,-0.001639,0.038083,0.011081,-0.109774,-0.442254,0.417124,0,?
715,'2021/03/11 22:00:30:970',20,-0.008744,0.004651,-0.032704,0.041307,-0.009453,0.018834,-0.108753,-0.44208,0.417945,0,?
716,'2021/03/11 22:00:38:601',21,0.007072,0.015101,-0.002474,-0.012841,0.029415,0.038189,-0.786228,-0.608033,0.951651,-0.5,?
717,'2021/03/11 22:00:38:631',21,0.015384,0.014105,-0.000426,-0.007494,0.023313,0.020421,-0.786708,-0.607256,0.95228,-0.5,?
718,'2021/03/11 22:00:38:664',21,0.010126,0.008815,-0.005007,-0.005185,0.001922,0.006511,-0.786659,-0.606995,0.952193,-0.5,?
719,'2021/03/11 22:00:38:693',21,-0.001226,0.001333,-0.006418,-0.01436,-0.013183,0.026931,-0.787595,-0.606569,0.952767,-0.5,?
720,'2021/03/11 22:00:38:721',21,-0.003151,0.001026,-0.002376,-0.026521,-0.007729,0.02761,-0.788983,-0.605927,0.953783,-0.5,?
721,'2021/03/11 22:00:38:752',21,-0.004728,-0.003296,-0.000879,-0.026689,-0.011795,0.046066,-0.790419,-0.605734,0.954784,-0.5,?
722,'2021/03/11 22:00:38:796',21,-0.00186,0.007491,0.001728,0.017961,-0.023711,0.05375,-0.791484,-0.604604,0.957317,-0.5,?
723,'2021/03/11 22:00:38:813',21,0.004483,0.011698,-0.000555,0.010197,-0.006083,0.019762,-0.791576,-0.603843,0.959213,-0.5,?
724,'2021/03/11 22:00:38:846',21,0.012751,0.015684,0.001196,-0.005954,0.016181,-0.017138,-0.791442,-0.604087,0.959046,-0.5,?
725,'2021/03/11 22:00:38:876',21,0.005623,0.001246,-0.010303,0.004686,0.00388,-0.02277,-0.791358,-0.604422,0.958187,-0.5,?
726,'2021/03/11 22:00:38:908',21,-0.000764,0.004168,0.002095,0.000362,-0.005531,0.011407,-0.7915,-0.604426,0.958447,-0.5,?
727,'2021/03/11 22:00:38:939',21,0.002367,0.008794,0.002362,0.003581,0.009561,-0.022669,-0.792061,-0.604005,0.958744,-0.5,?
728,'2021/03/11 22:00:38:970',21,-0.006521,0.002026,0.000539,-0.000888,-0.003196,0.017756,-0.791725,-0.603864,0.959177,-0.5,?
729,'2021/03/11 22:00:39:003',21,-0.008092,-0.001467,-0.002762,-0.011372,-0.000724,0.05594,-0.792657,-0.603197,0.960735,-0.5,?
730,'2021/03/11 22:00:39:039',21,-0.004661,0.001878,-0.0053,-0.008957,-0.022636,0.033164,-0.793827,-0.602479,0.96171,-0.5,?
731,'2021/03/11 22:00:39:064',21,-0.000805,0.005661,0.001473,0.006582,-0.015874,0.043262,-0.794199,-0.602203,0.962846,-0.5,?
732,'2021/03/11 22:00:39:104',21,-0.00558,0.000108,-0.018788,-0.006199,-0.002467,0.059841,-0.795069,-0.600674,0.964877,-0.5,?
733,'2021/03/11 22:00:39:128',21,-0.00088,-0.004764,-0.005,-0.015763,-0.00316,0.072799,-0.796514,-0.599226,0.967173,-0.5,?
734,'2021/03/11 22:00:39:162',21,-0.003457,-0.001808,-0.001036,-0.013782,-0.018923,0.091853,-0.798268,-0.598075,0.969534,-0.5,?
735,'2021/03/11 22:00:39:195',21,-0.002687,0.005086,-0.000195,-0.029147,-0.019325,0.119568,-0.800308,-0.59631,0.973107,-0.5,?
736,'2021/03/11 22:00:39:239',21,0.001878,0.002491,0.001618,-0.026005,-0.000304,0.101494,-0.802415,-0.594239,0.976056,-0.5,?
737,'2021/03/11 22:00:39:251',21,-0.000322,-0.00047,0.001929,0.002014,0.004137,0.112484,-0.804569,-0.591261,0.980478,-0.5,?
738,'2021/03/11 22:00:39:287',21,0.00591,0.012633,0.00276,-0.00467,0.016276,0.065599,-0.80614,-0.588603,0.983799,-0.5,?
739,'2021/03/11 22:00:39:313',21,0.010863,0.020019,-0.002888,-0.000473,0.007153,0.011278,-0.807021,-0.587429,0.984601,-0.5,?
740,'2021/03/11 22:00:39:354',21,0.008483,0.005956,0.004784,-0.00993,0.015366,0.029407,-0.807299,-0.58712,0.984567,-0.5,?
741,'2021/03/11 22:00:39:379',21,0.001353,0.001868,-0.008044,-0.033064,0.009968,0.020219,-0.808578,-0.586173,0.985305,-0.5,?
742,'2021/03/11 22:00:39:430',21,-0.000206,0.001163,-0.006238,-0.032674,-0.001085,-0.010535,-0.810041,-0.586046,0.984613,-0.5,?
743,'2021/03/11 22:00:39:448',21,0.002049,0.000842,0.005393,-0.00539,0.024515,0.012604,-0.810552,-0.585706,0.984524,-0.5,?
744,'2021/03/11 22:00:39:470',21,-0.000238,0.003233,-0.012749,-0.000369,0.011259,0.007981,-0.810891,-0.584404,0.984933,-0.5,?
745,'2021/03/11 22:00:39:501',21,-0.001177,0.00403,-0.003725,-0.023353,0.000309,0.013555,-0.811351,-0.584257,0.985144,-0.5,?
746,'2021/03/11 22:00:39:548',21,-0.000923,0.002696,0.003022,-0.020263,0.009143,0.035836,-0.812536,-0.584091,0.985493,-0.5,?
747,'2021/03/11 22:00:39:563',21,0.002869,0.005997,0.001166,-0.000778,0.007783,0.014127,-0.813306,-0.582886,0.986582,-0.5,?
748,'2021/03/11 22:00:39:596',21,0.003334,0.003711,0.001035,0.009352,-0.000474,0.01721,-0.813301,-0.58231,0.986888,-0.5,?
749,'2021/03/11 22:00:39:626',21,0.002386,0.003216,-0.005269,-0.003508,-0.001809,0.033272,-0.813445,-0.581397,0.987698,-0.5,?
750,'2021/03/11 22:00:39:690',21,0.000628,0.007838,-0.007001,-0.037994,0.005296,0.022297,-0.814691,-0.580743,0.988305,-0.5,?
751,'2021/03/11 22:00:39:692',21,-0.001842,0.002558,-0.005926,-0.026918,-0.01366,0.009944,-0.815893,-0.580971,0.988156,-0.5,?
752,'2021/03/11 22:00:39:724',21,0.003003,0.001251,0.004009,-0.010037,0.015585,0.02726,-0.816643,-0.580523,0.988636,-0.5,?
753,'2021/03/11 22:00:39:752',21,0.005369,0.004716,-0.005954,-0.011025,0.021396,0.008389,-0.817266,-0.579387,0.989555,-0.5,?
754,'2021/03/11 22:00:39:786',21,0.001829,0.008144,0.000149,-0.000887,0.016046,-0.001116,-0.817385,-0.57891,0.989467,-0.5,?
755,'2021/03/11 22:00:39:821',21,-0.003347,0.002504,0.00056,-0.008369,0.006425,0.025416,-0.817645,-0.578446,0.989974,-0.5,?
756,'2021/03/11 22:00:39:846',21,-0.004373,0.008624,-0.000088,-0.021729,0.007714,0.014116,-0.818688,-0.577606,0.990821,-0.5,?
757,'2021/03/11 22:00:39:876',21,0.00578,0.004897,0.000457,0.002708,0.014775,-0.013677,-0.819166,-0.577456,0.990418,-0.5,?
758,'2021/03/11 22:00:39:925',21,0.005231,0.00169,-0.002912,0.024232,0.011434,0.006682,-0.818566,-0.57704,0.990477,-0.5,?
759,'2021/03/11 22:00:39:943',21,0.005511,0.005781,-0.00218,0.004728,0.01774,0.008769,-0.818519,-0.576137,0.991049,-0.5,?
760,'2021/03/11 22:00:39:970',21,0.000348,0.004909,-0.00637,-0.017649,0.004065,-0.012013,-0.818791,-0.575918,0.990986,-0.5,?
761,'2021/03/11 22:00:40:002',21,-0.001479,0.003727,-0.002059,-0.014976,0.007294,-0.010846,-0.819159,-0.576153,0.990258,-0.5,?
762,'2021/03/11 22:00:40:033',21,-0.001559,0.006097,0.006337,0.008629,0.013478,-0.019933,-0.818929,-0.575906,0.990228,-0.5,?
763,'2021/03/11 22:00:40:069',21,0.005269,0.001957,0.011394,0.025111,0.046779,-0.018781,-0.818176,-0.575159,0.990295,-0.5,?
764,'2021/03/11 22:00:40:096',21,0.007216,-0.01401,0.001489,0.022841,0.015845,-0.010606,-0.817248,-0.574559,0.990471,-0.5,?
765,'2021/03/11 22:00:40:134',21,-0.001929,0.001806,-0.009726,0.00705,0.01391,-0.008983,-0.817102,-0.573813,0.990878,-0.5,?
766,'2021/03/11 22:00:46:014',22,-0.009476,0.000098,0.013863,-0.123446,0.041393,0.062478,0.660081,-0.530485,-0.179431,0.56,?
767,'2021/03/11 22:00:46:033',22,-0.023564,-0.020856,0.006227,-0.070076,-0.004437,0.094066,0.656488,-0.529902,-0.179079,0.56,?
768,'2021/03/11 22:00:46:064',22,-0.020429,-0.016533,0.019412,-0.000909,0.052777,0.128408,0.654089,-0.531218,-0.175541,0.56,?
769,'2021/03/11 22:00:46:095',22,-0.020888,-0.018061,-0.008645,-0.021278,0.031122,0.045066,0.652741,-0.532393,-0.17206,0.56,?
770,'2021/03/11 22:00:46:125',22,-0.022745,-0.01008,0.008513,-0.04588,0.069857,-0.028587,0.652396,-0.531308,-0.17211,0.56,?
771,'2021/03/11 22:00:46:157',22,-0.041329,-0.00901,0.010173,-0.004015,0.074024,-0.065702,0.652956,-0.528533,-0.174159,0.56,?
772,'2021/03/11 22:00:46:188',22,-0.052807,-0.010217,-0.013291,0.128277,0.015801,-0.094932,0.655992,-0.527393,-0.175171,0.56,?
773,'2021/03/11 22:00:46:219',22,-0.041312,0.01489,-0.006479,0.158403,0.017042,-0.221916,0.66206,-0.526474,-0.177004,0.56,?
774,'2021/03/11 22:00:46:251',22,-0.032445,-0.00619,-0.007964,0.172955,0.06609,-0.390427,0.671566,-0.521964,-0.184392,0.56,?
775,'2021/03/11 22:00:46:283',22,-0.025482,-0.011928,-0.018554,0.251561,0.090655,-0.450983,0.68239,-0.514176,-0.19372,0.56,?
776,'2021/03/11 22:00:46:313',22,-0.003938,0.001758,-0.026074,0.252575,0.076856,-0.411496,0.695813,-0.506066,-0.202897,0.56,?
777,'2021/03/11 22:00:46:345',22,0.043761,0.06375,-0.031637,0.10088,0.085845,-0.402999,0.706571,-0.496286,-0.213197,0.56,?
778,'2021/03/11 22:00:46:377',22,0.039272,0.107753,-0.018593,-0.141111,0.108798,-0.390821,0.711592,-0.483427,-0.226967,0.56,?
779,'2021/03/11 22:00:46:408',22,0.022779,0.076672,-0.051543,-0.204156,-0.069325,-0.606059,0.712522,-0.466187,-0.249549,0.56,?
780,'2021/03/11 22:00:46:439',22,0.059025,-0.103389,0.028213,0.318094,-0.018562,-0.869931,0.723372,-0.449996,-0.276215,0.56,?
781,'2021/03/11 22:00:46:473',22,-0.056215,-0.101611,-0.150462,0.096408,-0.314312,-0.477535,0.735601,-0.433763,-0.300938,0.56,?
782,'2021/03/11 22:00:46:500',22,-0.066648,0.009696,-0.132457,-0.439084,-0.588395,-0.100333,0.736416,-0.437882,-0.310013,0.56,?
783,'2021/03/11 22:00:46:533',22,-0.094433,0.10373,-0.176268,-1.351238,-0.90119,-0.054229,0.711843,-0.449591,-0.329072,0.56,?
784,'2021/03/11 22:00:46:574',22,0.031468,0.224817,0.175319,-0.827669,-0.186287,-0.651438,0.675124,-0.447955,-0.364174,0.56,?
785,'2021/03/11 22:00:46:594',22,0.072636,0.294984,0.218905,0.626434,0.038722,-1.68134,0.686837,-0.421525,-0.406141,0.56,?
786,'2021/03/11 22:00:46:626',22,0.049462,-0.417377,-0.111964,0.52104,0.539363,-1.783393,0.722282,-0.375401,-0.463646,0.56,?
787,'2021/03/11 22:00:46:657',22,0.143358,-0.029108,0.117846,0.719459,0.8341,-1.461522,0.762914,-0.321685,-0.512826,0.56,?
788,'2021/03/11 22:00:46:689',22,0.075066,0.140207,0.098473,0.199661,1.206969,-0.822103,0.786665,-0.264099,-0.546829,0.56,?
789,'2021/03/11 22:00:46:721',22,0.13717,-0.07054,0.069165,-0.000476,0.908209,-0.289485,0.790962,-0.195694,-0.564763,0.56,?
790,'2021/03/11 22:00:46:751',22,0.038423,-0.071759,0.012294,-0.015607,0.001651,-0.119916,0.789079,-0.181613,-0.568912,0.56,?
791,'2021/03/11 22:00:46:783',22,0.217609,-0.121523,-0.194573,0.30837,-0.381101,0.381266,0.793152,-0.189922,-0.557262,0.56,?
792,'2021/03/11 22:00:46:814',22,0.032856,-0.071924,-0.046218,-0.038857,0.26094,0.493217,0.797064,-0.217315,-0.53136,0.56,?
793,'2021/03/11 22:00:46:845',22,0.055272,-0.157417,-0.175617,0.163389,0.532286,0.390604,0.795299,-0.218726,-0.507664,0.56,?
794,'2021/03/11 22:00:46:881',22,0.003125,-0.052176,-0.031619,0.105471,0.54643,0.383144,0.798532,-0.215375,-0.483259,0.56,?
795,'2021/03/11 22:00:46:912',22,-0.034423,-0.095354,-0.087574,0.008459,0.360026,0.486994,0.796987,-0.215058,-0.462673,0.56,?
796,'2021/03/11 22:00:46:938',22,0.008649,-0.130644,-0.041414,-0.075779,0.241525,0.865123,0.79244,-0.224685,-0.430776,0.56,?
797,'2021/03/11 22:00:46:973',22,-0.04164,-0.081045,-0.056223,-0.183378,-0.038798,1.302212,0.780183,-0.254002,-0.383225,0.56,?
798,'2021/03/11 22:00:47:001',22,-0.048746,0.025253,-0.061289,-0.08449,-0.281711,1.243308,0.765378,-0.295469,-0.327204,0.56,?
799,'2021/03/11 22:00:47:032',22,0.030289,0.06829,0.01281,-0.080323,-0.161637,1.123282,0.750116,-0.339345,-0.268176,0.56,?
800,'2021/03/11 22:00:47:064',22,0.042096,0.081074,0.047039,-0.172904,-0.14604,1.029106,0.734951,-0.370276,-0.225385,0.56,?
801,'2021/03/11 22:00:47:095',22,0.058782,0.072897,0.038074,-0.26727,-0.136701,0.933244,0.717809,-0.396544,-0.186191,0.56,?
802,'2021/03/11 22:00:47:126',22,0.030739,0.110617,0.017185,-0.339705,-0.213112,0.705255,0.698663,-0.418313,-0.157868,0.56,?
803,'2021/03/11 22:00:47:157',22,-0.02379,0.120859,-0.032856,-0.081206,-0.101404,0.199549,0.686296,-0.432196,-0.140122,0.56,?
804,'2021/03/11 22:00:47:190',22,-0.096767,0.118569,-0.048415,0.376004,0.060533,-0.576527,0.693477,-0.428328,-0.141275,0.56,?
805,'2021/03/11 22:00:47:220',22,-0.074771,0.116217,-0.068538,0.753441,0.110861,-1.199457,0.720954,-0.410546,-0.162965,0.56,?
